,Unnamed: 0,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,jl0176_h,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,fsedu,msedu,fprofedu,mprofedu,freli,mreli,fegp88,living1,mprofstat,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust
5633,5633,20152602,2015261.0,2015261,2015.0,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[5] Nie,[5] Nie,[3] Jeden Monat,[2] Jede Woche,[-1] keine Angabe,[3] Jeden Monat,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,170.0,1998.0,[2] Mittelgrosse Stadt,3,5,6,[3] 3 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1998.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[6] Hessen,-2.0,[0] Weiss nicht,[4] Abitur,[0] Weiss nicht,"[32] Hochsch.,Universit.",[2] Evangelisch,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,0.0,[630] Gehobener Dienst,17.0,1,2008.0,1,3,2,8,-1.3222359271726765,-0.9709834075271422
5634,5634,20153202,2015326.0,2015326,2013.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[3] Jeden Monat,[-1] keine Angabe,[1] Taeglich,[2] Jede Woche,[5] Nie,[4] Seltener,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] Hauptschulempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,170.0,1996.0,[4] Auf dem Land,6,1,3,[3] 3 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[9] Bayern,-2.0,[2] Realschule,[3] Fachoberschule,[20] beruflicheAusbildung,"[27] FS,Techn.-o.Meisters",[1] Katholisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,8.0,[13] Rentner,17.0,1,2006.0,1,7,5,18,1.674390798572743,1.1637576769475273
5635,5635,20153203,2015326.0,2015326,2013.0,[1] Taeglich,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[3] Jeden Monat,[4] Seltener,[1] Taeglich,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] Hauptschulempfehlung,[2] Nein,[3] Etwa die Haelfte,[1] sehr gut,170.0,1996.0,[4] Auf dem Land,7,1,5,[2] 2 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[9] Bayern,,[2] Realschule,[3] Fachoberschule,[20] beruflicheAusbildung,"[27] FS,Techn.-o.Meisters",[1] Katholisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,8.0,[13] Rentner,17.0,1,2006.0,1,7,3,17,1.3747281259982012,1.8753380384390839
5649,5649,20156303,2015636.0,2015636,2014.0,[3] Jeden Monat,[2] Jede Woche,[1] Taeglich,[4] Seltener,[4] Seltener,[4] Seltener,[-1] keine Angabe,[3] Jeden Monat,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[5] Nie,[5] Nie,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,165.0,1997.0,[2] Mittelgrosse Stadt,5,3,5,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[12] Brandenburg,-2.0,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[6] konfessionslos,[3] (IIIa) Routine Clerical Work,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2009.0,1,5,3,13,0.1760774357000334,0.4521773154559709
5651,5651,20156603,2015660.0,2015660,2011.0,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,163.0,1994.0,[4] Auf dem Land,4,7,7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[5] 5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1994.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[9] Bayern,-2.0,[3] Fachoberschule,[1] Hauptschule,"[30] FHS,Ingeniuerschule",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[1] Katholisch,[1] (I) Higher Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2004.0,1,1,1,6,-1.9215612723217603,-0.2594030460355856
5652,5652,20156604,2015660.0,2015660,2013.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[4] Seltener,[3] Jeden Monat,[4] Seltener,[-1] keine Angabe,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,177.0,1996.0,[3] Kleinstadt,5,3,6,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[9] Bayern,-2.0,[4] Abitur,[1] Hauptschule,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[1] Katholisch,[1] (I) Higher Managerial and Professional Workers,14.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2006.0,1,5,2,12,-0.12358523687450856,0.4521773154559709
5655,5655,20156904,2015695.0,2015695,2014.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[4] Seltener,[1] Taeglich,[4] Seltener,[5] Nie,[2] Jede Woche,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[4] Seltener,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] Hauptschulempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,171.0,1997.0,[1] Grosstadt,3,3,5,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[5] 5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[1] Schleswig-Holstein,-2.0,[1] Hauptschule,[1] Hauptschule,[28] Beamtenausbildung,[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[2] Evangelisch,[4] (IIIb) Routine Service and Sales Work,15.0,[10] nicht erw.taetig,17.0,1,2007.0,0,5,3,11,-0.4232479094490505,-0.9709834075271422
5661,5661,20157603,2015768.0,2015768,2014.0,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[4] Seltener,[5] Nie,[5] Nie,[3] Jeden Monat,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[2] Jede Woche,[5] Nie,[4] Seltener,[5] Nie,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[3] zufriedenstellend,160.0,1997.0,[4] Auf dem Land,2,3,5,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] Ueberhaupt nicht,[3] 3 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[6] Hessen,-2.0,[1] Hauptschule,[2] Realschule,[10] Keine abg.Ausbildung,"[25] Kaufm.L.,Bfs,Handels",[1] Katholisch,[2] Evangelisch,[9] (VIIa) Semi- and Unskilled Manual Workers,15.0,"[421] Freiberuf.,Akademiker o.Mitarb;seit 2000",17.0,1,2007.0,1,5,3,10,-0.7229105820235925,-1.6825637690186985
5663,5663,20157703,2015776.0,2015776,2012.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,165.0,1995.0,[3] Kleinstadt,4,2,5,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1995.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,-2.0,[2] Realschule,[4] Abitur,[28] Beamtenausbildung,[24] Gewerbl.o.Lw.Lehre,[1] Katholisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2005.0,1,6,3,13,0.1760774357000334,-0.2594030460355856
5664,5664,20158003,2015806.0,2015806,2015.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[-1] keine Angabe,[2] Jede Woche,[4] Seltener,[5] Nie,[2] Jede Woche,[1] Taeglich,[-1] keine Angabe,[2] Jede Woche,[2] Jede Woche,[-1] keine Angabe,[-1] keine Angabe,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[-1] keine Angabe,[2] gut,171.0,1998.0,[4] Auf dem Land,4,4,5,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1998.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.","[27] FS,Techn.-o.Meisters",[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2008.0,1,4,3,11,-0.4232479094490505,-0.2594030460355856
5666,5666,20158303,2015830.0,2015830,2010.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[4] Seltener,[2] Jede Woche,[4] Seltener,[5] Nie,[4] Seltener,[4] Seltener,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,179.0,1993.0,[3] Kleinstadt,6,3,6,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1993.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[12] Brandenburg,,[3] Fachoberschule,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,"[30] FHS,Ingeniuerschule",[-1] keine Angabe,[-1] keine Angabe,[-1] keine Angabe,15.0,[630] Gehobener Dienst,17.0,1,2005.0,0,5,2,13,0.1760774357000334,1.1637576769475273
5667,5667,20158403,2015849.0,2015849,2011.0,[4] Seltener,[4] Seltener,[1] Taeglich,[4] Seltener,[2] Jede Woche,[4] Seltener,[5] Nie,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,161.0,1994.0,[3] Kleinstadt,5,2,7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1994.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[12] Brandenburg,-2.0,[4] Abitur,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,"[27] FS,Techn.-o.Meisters",[-1] keine Angabe,[3] Andere christl. RG,[2] (II) Lower Managerial and Professional Workers,15.0,"[431] sonstige, ohne Mitarb. ;ab 1997",17.0,1,2006.0,1,6,1,12,-0.12358523687450856,0.4521773154559709
5669,5669,20158405,2015849.0,2015849,2016.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[5] Nie,[4] Seltener,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[-1] keine Angabe,[3] Jeden Monat,[4] Seltener,[5] Nie,[5] Nie,[2] Jede Woche,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,185.0,1999.0,[3] Kleinstadt,3,2,6,[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1999.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[12] Brandenburg,2012.0,[4] Abitur,[3] Fachoberschule,[20] beruflicheAusbildung,"[27] FS,Techn.-o.Meisters",[3] Andere christl. RG,[3] Andere christl. RG,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2012.0,1,6,2,11,-0.4232479094490505,-0.9709834075271422
5672,5672,20159003,2015903.0,2015903,2016.0,[1] Taeglich,[3] Jeden Monat,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[2] gut,163.0,1999.0,[3] Kleinstadt,4,2,5,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1999.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,2010.0,[4] Abitur,[4] Abitur,"[27] FS,Techn.-o.Meisters",[24] Gewerbl.o.Lw.Lehre,[-1] keine Angabe,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,15.0,[640] Hoeherer Dienst,17.0,1,2010.0,1,6,3,13,0.1760774357000334,-0.2594030460355856
5673,5673,20159103,2015911.0,2015911,2012.0,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[2] Realschulempfehlung,[2] Nein,[3] Etwa die Haelfte,[2] gut,170.0,1995.0,[4] Auf dem Land,4,4,5,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1995.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[1] Schleswig-Holstein,-2.0,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[-1] keine Angabe,[-1] keine Angabe,[1] (I) Higher Managerial and Professional Workers,15.0,"[432] sonstige, 1-9 Mitarb. ;ab 1997",17.0,1,2005.0,0,4,3,11,-0.4232479094490505,-0.2594030460355856
5674,5674,20159104,2015911.0,2015911,2013.0,[4] Seltener,[5] Nie,[1] Taeglich,[4] Seltener,[4] Seltener,[4] Seltener,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[3] Jeden Monat,[3] Jeden Monat,[4] Seltener,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[2] Realschulempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,171.0,1996.0,[1] Grosstadt,5,2,4,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[1] Schleswig-Holstein,,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[-1] keine Angabe,[-1] keine Angabe,[1] (I) Higher Managerial and Professional Workers,15.0,"[431] sonstige, ohne Mitarb. ;ab 1997",17.0,1,2006.0,0,6,4,15,0.7754027808491173,0.4521773154559709
5675,5675,20159403,2015946.0,2015946,2017.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[-1] keine Angabe,[1] Taeglich,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[3] Jeden Monat,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,161.0,2000.0,[1] Grosstadt,2,5,7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,2000.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[4] Abitur,[4] Abitur,"[30] FHS,Ingeniuerschule","[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[1] Katholisch,[1] (I) Higher Managerial and Professional Workers,15.0,[640] Hoeherer Dienst,17.0,1,2010.0,1,3,1,6,-1.9215612723217603,-1.6825637690186985
5678,5678,20160004,2016004.0,2016004,2014.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[4] Seltener,[2] Jede Woche,[4] Seltener,[4] Seltener,[4] Seltener,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[4] Seltener,[3] Jeden Monat,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,185.0,1997.0,[1] Grosstadt,6,3,5,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1997.0,"[13] L2 2010 Familientypen(NiedrigEinkommen,AlleinErziehend,MehrKindFamilien)",[1] kein Migrationshintergrund,[6] Hessen,-2.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[32] Hochsch.,Universit.",[1] Katholisch,[2] Evangelisch,[3] (IIIa) Routine Clerical Work,15.0,"[540] hochqualif.,Leitungsfunktion",17.0,1,2007.0,1,5,3,14,0.47574010827457536,1.1637576769475273
